participant,baseline,adapting,task,trial,temperature,accuracy,active_interval,active_zone,rt,repetition,baseline_flag,target_flag,deviation_flag,recorded_temperature
12,32,31,1,16,1.4,1,2,2,0.358331800001906,0,0,1,0,32.2
12,32,31,1,17,1.4,1,1,1,0.287577499984764,0,0,0,0,32.2913043478261
12,32,31,1,18,1.4,1,1,2,0.512896800006274,0,0,1,0,32.2
12,32,31,1,19,1.4,1,2,1,1.50520730001153,0,0,0,0,32.2978260869565
12,32,31,1,20,1.4,1,2,2,0.31859889999032,0,0,0,0,32.2760869565217
12,32,31,1,21,1.4,1,1,1,1.39997159998165,0,0,0,0,32.2760869565217
12,32,31,1,22,1.4,1,1,2,0.272996400017291,0,0,1,0,32.25
12,32,31,1,23,1,1,1,1,2.13346820001607,0,0,0,0,31.9
12,32,31,1,24,1,1,2,2,0.504970800015144,0,0,0,0,31.9
12,32,31,1,25,1,1,1,1,1.31307410000591,0,0,0,0,31.9
12,32,31,1,26,1,1,2,2,0.48044809998828,0,0,0,0,31.9
12,32,31,1,27,1,1,2,1,0.387654199992539,0,0,0,0,31.9
12,32,31,1,28,1,1,1,2,0.51179580000462,0,0,0,0,31.9
12,32,31,1,29,1,1,2,1,0.506966300017666,0,0,0,0,31.9
12,32,31,1,30,1,1,1,2,0.47902199998498,0,0,0,0,31.9
12,32,32,1,1,2.6,1,1,1,1.39539019999211,0,0,0,0,34.4234042553191
12,32,32,1,2,2,1,2,2,0.40353799998411,0,0,0,0,33.804347826087
12,32,32,1,3,1.8,1,2,1,0.375872799981153,0,0,0,0,33.6177777777778
12,32,32,1,4,1.4,1,1,2,0.473671699990518,0,0,1,0,33.25
12,32,32,1,5,1.2,0,1,1,0.640030799986562,0,0,0,0,33.1
12,32,32,1,6,2.2,1,2,2,0.307881700020516,0,0,1,0,34
12,32,32,1,7,2,1,2,1,0.456374900008086,0,0,0,0,33.8478260869565
12,32,32,1,8,1.8,1,2,2,0.490557399985846,0,0,0,0,33.6097826086957
12,32,32,1,9,1.6,1,1,1,0.355263000004925,0,0,0,0,33.4913043478261
12,32,32,1,10,1.6,1,1,2,0.380241999984719,0,0,1,0,33.4436170212766
12,32,32,1,11,1.6,1,1,1,0.391284899989842,0,0,1,0,33.45
12,32,32,1,12,1.4,1,2,2,0.373650699999416,0,0,1,0,33.25
12,32,32,1,13,1.4,1,2,1,0.262106399983168,0,0,0,0,33.2888888888889
12,32,32,1,14,1,1,1,2,0.303513199993176,0,0,0,0,32.9
12,32,32,1,15,1,0,1,1,0.744257299986202,0,0,0,0,32.9
12,32,32,1,16,1.4,1,1,2,0.246005399996648,0,0,1,0,33.2
12,32,32,1,17,1.4,1,2,1,0.599855200009188,0,0,0,0,33.2858695652174
12,32,32,1,18,1.4,1,2,2,0.397496499994304,0,0,1,0,33.25
12,32,32,1,19,1.4,1,2,1,0.372210400004406,0,0,1,0,33.2454545454545
12,32,32,1,20,1.4,1,1,2,0.350811400014209,0,0,0,0,33.2574468085106
12,32,32,1,21,1.4,1,1,1,1.03106919999118,0,0,1,0,33.25
12,32,32,1,22,1.4,1,2,2,0.464916600001743,0,0,1,0,33.25
12,32,32,1,23,1.4,1,1,1,0.678273800003808,0,0,0,0,33.2858695652174
12,32,32,1,24,1,1,2,2,0.382863699982408,0,0,0,0,32.9
12,32,32,1,25,1,1,2,1,0.439400100003695,0,0,0,0,32.9
12,32,32,1,26,1,1,2,2,0.279089499992551,0,0,0,0,32.9
12,32,32,1,27,1,0,2,1,0.350617000018246,0,0,0,0,32.9
12,32,32,1,28,1,1,1,2,0.262094000005163,0,0,0,0,32.9
12,32,32,1,29,1,1,1,1,0.664270300010685,0,0,0,0,32.9
12,32,32,1,30,1,1,1,2,1.2398988000059,0,0,0,0,32.9
12,32,33,1,1,2.6,1,2,1,0.292378100013593,0,0,1,0,35.4489130434783
12,32,33,1,2,2,1,2,2,0.268094900005963,0,0,0,0,34.8022222222222
12,32,33,1,3,1.8,1,2,1,0.338499000004958,0,0,0,0,34.6576086956522
12,32,33,1,4,1.4,1,1,2,0.383097899990389,0,0,1,0,34.2
12,32,33,1,5,1.2,1,1,1,0.656675300007919,0,0,0,0,34.1
12,32,33,1,6,1,1,1,2,0.281508199987002,0,0,0,0,33.9
12,32,33,1,7,0.8,1,2,1,0.326891000004252,0,0,0,0,33.7
12,32,33,1,8,0.6,1,2,2,0.303455099987332,0,0,1,0,33.45
12,32,33,1,9,0.6,0,2,1,0.354048800014425,0,0,0,0,33.4734042553192
12,32,33,1,10,1,1,1,2,0.248062099999515,0,0,0,0,33.9
12,32,33,1,11,1,1,1,1,0.597214900015388,0,0,0,0,33.9
12,32,33,1,12,1,1,1,2,0.299245500005782,0,0,0,0,33.9
12,32,33,1,13,0.8,0,1,1,1.05020989998593,0,0,0,0,33.7
12,32,33,1,14,1.2,1,1,2,0.313122099993052,0,0,0,0,34.1
12,32,33,1,15,1,0,2,1,1.21803739998722,0,0,0,0,33.9
12,32,33,1,16,1.4,1,2,2,0.51194779999787,0,0,1,0,34.2372340425532
12,32,33,1,17,1.2,1,2,1,0.400696099997731,0,0,0,0,34.1
12,32,33,1,18,1.2,1,1,2,0.626109700009692,0,0,0,0,34.1
12,32,33,1,19,1.2,1,1,1,0.875367000000551,0,0,0,0,34.1
12,32,33,1,20,1.2,1,1,2,0.321058300003642,0,0,0,0,34.1
12,32,33,1,21,1.2,1,2,1,0.36159499999485,0,0,0,0,34.1
12,32,33,1,22,1.2,1,2,2,0.270090500009246,0,0,0,0,34.1
12,32,33,1,23,1.2,0,1,1,0.474400900013279,0,0,0,0,34.1
12,32,33,1,24,1.4,1,2,2,0.373109800013481,0,0,1,0,34.2010869565217
12,32,33,1,25,1.2,0,2,1,0.365713300008792,0,0,0,0,34.1
12,32,33,1,26,1.6,1,1,2,0.446387399977539,0,0,1,0,34.4388888888889
12,32,33,1,27,1.4,1,1,1,0.480323099996895,0,0,0,0,34.2681818181818
12,32,33,1,28,1.4,1,2,2,0.302272400003858,0,0,1,0,34.2425531914894
12,32,33,1,29,1.4,1,1,1,0.322125300008338,0,0,1,0,34.25
12,32,33,1,30,1.4,1,2,2,0.391715900012059,0,0,1,0,34.245652173913
12,32,34,1,1,2.6,1,2,1,0.539349800004857,0,0,1,0,36.4144444444444
12,32,34,1,2,2,1,2,2,0.333324800012633,0,0,0,0,35.8413043478261
12,32,34,1,3,1.8,1,2,1,0.410222800011979,0,0,0,0,35.6510869565217
12,32,34,1,4,1.4,1,1,2,0.287918799993349,0,0,1,0,35.2
12,32,34,1,5,1.2,1,1,1,0.378853200003505,0,0,0,0,35.1
12,32,34,1,6,1,1,1,2,0.528021299978718,0,0,0,0,34.9
12,32,34,1,7,0.8,0,1,1,0.528497999999672,0,0,0,0,34.7
12,32,34,1,8,1.4,1,2,2,0.327484300010838,0,0,1,0,35.2
12,32,34,1,9,1.4,1,2,1,0.457447599997977,0,0,1,0,35.25
12,32,34,1,10,1.2,1,1,2,0.36016219999874,0,0,0,0,35.1
12,32,34,1,11,1.2,1,2,1,0.458131499995943,0,0,0,0,35.1
12,32,34,1,12,1,1,1,2,0.439294599986169,0,0,0,0,34.9
12,32,34,1,13,1,1,2,1,0.303587799979141,0,0,0,0,34.9
12,32,34,1,14,1,1,2,2,0.289143300004071,0,0,0,0,34.9
12,32,34,1,15,1,1,1,1,0.378008400002727,0,0,0,0,34.9
12,32,34,1,16,1,1,1,2,0.289895200025057,0,0,0,0,34.9
12,32,34,1,17,0.6,1,1,1,0.415933500014944,0,0,1,0,34.45
12,32,34,1,18,0.6,1,2,2,0.302473999996437,0,0,1,0,34.45
12,32,34,1,19,0.6,1,1,1,3.55327189998934,0,0,0,0,34.5
12,32,34,1,20,0.6,1,1,2,0.256301400018856,0,0,1,0,34.45
12,32,34,1,21,0.6,0,2,1,0.513907000015024,0,0,1,0,34.45
12,32,34,1,22,0.6,1,1,2,0.313821200019447,0,0,1,0,34.45
12,32,34,1,23,0.6,0,2,1,0.450532100017881,0,0,1,0,34.45
12,32,34,1,24,1,1,2,2,0.303040099999635,0,0,0,0,34.9
12,32,34,1,25,1,0,2,1,0.449637799989432,0,0,0,0,34.9
12,32,34,1,26,1.2,1,2,2,0.31022730001132,0,0,0,0,35.0968085106383
12,32,34,1,27,0.8,1,1,1,1.13902460000827,0,0,0,0,34.7
12,32,34,1,28,0.8,1,1,2,0.629653399984818,0,0,0,0,34.7
12,32,34,1,29,0.8,0,1,1,0.556063500000164,0,0,0,0,34.7
12,32,34,1,30,1.2,1,2,2,0.50197610000032,0,0,0,0,35.0913043478261
22,31.4,29.4,0,1,1.8,1,2,1,0.387537400005385,0,0,0,0,27.6
22,31.4,29.4,0,2,1.6,1,1,2,0.440337899999577,0,0,0,0,27.8
22,31.4,29.4,0,3,1.2,1,1,1,0.389329400000861,0,0,0,0,28.2
22,31.4,29.4,0,4,1,1,2,2,0.683279700009734,0,0,0,0,28.3347826086957
22,31.4,29.4,0,5,0.8,1,1,1,0.54935519999708,0,0,0,0,28.6
22,31.4,29.4,0,6,0.6,1,2,2,0.328471999993781,0,0,0,0,28.8
22,31.4,29.4,0,7,0.4,1,1,1,0.363529800000833,0,0,0,0,29
22,31.4,29.4,0,8,0.4,1,2,2,0.408796500007156,0,0,0,0,29
22,31.4,29.4,0,9,0.4,1,2,1,0.422976599991671,0,0,0,0,29
22,31.4,29.4,0,10,0.2,1,2,2,0.482164999993984,0,0,0,0,29.2
22,31.4,29.4,0,11,0.2,1,1,1,0.336301500006812,0,0,0,0,29.2
22,31.4,29.4,0,12,0.2,1,1,2,0.488801300001796,0,0,0,0,29.2
22,31.4,29.4,0,13,0.2,1,2,1,2.62043770001037,0,0,0,0,29.2
22,31.4,29.4,0,14,0.2,1,2,2,0.437659399991389,0,0,0,0,29.2
22,31.4,29.4,0,15,0.2,1,1,1,NaN,1,0,0,0,29.2
22,31.4,29.4,0,16,0.2,1,1,2,0.240381600000546,0,0,0,0,29.2
22,31.4,29.4,0,17,0.2,1,1,1,0.560927399987122,0,0,0,0,29.2
22,31.4,29.4,0,18,0.2,1,2,2,0.465764900000067,0,0,0,0,29.2
22,31.4,29.4,0,19,0.2,1,2,1,0.641079400011222,0,0,0,0,29.2
22,31.4,29.4,0,20,0.2,1,1,2,0.453201799988165,0,0,0,0,29.2
22,31.4,29.4,0,21,0.2,1,2,1,0.603242299999692,0,0,0,0,29.2
22,31.4,29.4,0,22,0.2,1,2,2,0.274541399994632,0,0,0,0,29.2
22,31.4,29.4,0,23,0.2,1,1,1,0.398432200003299,0,0,0,0,29.2
22,31.4,29.4,0,24,0.2,1,1,2,0.454323099998874,0,0,0,0,29.2
22,31.4,29.4,0,25,0.2,1,2,1,0.5860049000039,0,0,0,0,29.2
22,31.4,29.4,0,26,0.2,1,1,2,0.298605200005113,0,0,0,0,29.2
22,31.4,29.4,0,27,0.2,1,2,1,2.68925209999725,0,0,0,0,29.2
22,31.4,29.4,0,28,0.2,1,1,2,0.44789869998931,0,0,0,0,29.2
22,31.4,29.4,0,29,0.2,1,1,1,0.415617200007546,0,0,0,0,29.2
22,31.4,30.4,0,1,1.8,1,1,1,0.505460899992613,0,0,0,0,28.6
22,31.4,30.4,0,2,1.6,1,2,2,0.457486799990875,0,0,0,0,28.8
22,31.4,30.4,0,3,1.2,1,1,1,2.54826619999949,0,0,0,0,29.1880434782609
22,31.4,30.4,0,4,1,1,1,2,0.339183200005209,0,0,0,0,29.4
22,31.4,30.4,0,5,0.8,1,2,1,0.389452800009167,0,0,0,0,29.6
22,31.4,30.4,0,6,0.6,1,2,2,0.332712700008415,0,0,0,0,29.8
22,31.4,30.4,0,7,0.4,1,2,1,0.402232000007643,0,0,0,0,30
22,31.4,30.4,0,8,0.4,1,1,2,0.388820000007399,0,0,0,0,30
22,31.4,30.4,0,9,0.4,1,1,1,0.320092800000566,0,0,0,0,30
22,31.4,30.4,0,10,0.2,1,2,2,2.58962159999646,0,0,0,0,30.2
22,31.4,30.4,0,11,0.2,0,2,1,0.554890499988687,0,0,0,0,30.2
22,31.4,30.4,0,12,0.4,1,1,2,0.315285799995763,0,0,0,0,30
22,31.4,30.4,0,13,0.4,1,2,1,0.305484099997557,0,0,0,0,30
22,31.4,30.4,0,14,0.4,1,2,2,0.33657349999703,0,0,0,0,30
22,31.4,30.4,0,15,0.4,1,1,1,0.366859300003853,0,0,0,0,30
22,31.4,30.4,0,16,0.4,1,1,2,0.569031899998663,0,0,0,0,30
22,31.4,30.4,0,17,0.4,1,2,1,0.408178600002429,0,0,0,0,30
22,31.4,30.4,0,18,0.4,1,1,2,2.8146626999951,0,0,0,0,30
22,31.4,30.4,0,19,0.4,1,2,1,0.282096099996124,0,0,0,0,30
22,31.4,30.4,0,20,0.4,1,2,2,0.337660599994706,0,0,0,0,30
22,31.4,30.4,0,21,0.4,1,1,1,0.478835300003993,0,0,0,0,30
22,31.4,30.4,0,22,0.4,1,1,2,0.60868489999848,0,0,0,0,30
22,31.4,30.4,0,23,0.2,1,1,1,3.65590789999987,0,0,0,0,30.2
22,31.4,30.4,0,24,0.2,1,2,2,1.0001454000012,0,0,0,0,30.2
22,31.4,30.4,0,25,0.2,1,1,1,0.430051799994544,0,0,0,0,30.2
22,31.4,30.4,0,26,0.2,1,2,2,0.22848960000556,0,0,0,0,30.2
22,31.4,30.4,0,27,0.2,1,1,1,0.586156000004848,0,0,0,0,30.2
22,31.4,30.4,0,28,0.2,1,1,2,2.85991420000209,0,0,0,0,30.2
22,31.4,30.4,0,29,0.2,1,2,1,0.291951599996537,0,0,0,0,30.2
22,31.4,30.4,0,30,0.2,1,2,2,0.497011500003282,0,0,0,0,30.2
22,31.4,31.4,0,1,1.8,1,2,1,0.281208999993396,0,0,0,0,29.6
22,31.4,31.4,0,2,1.6,1,1,2,0.531003700001747,0,0,0,0,29.8
22,31.4,31.4,0,3,1.2,1,2,1,0.698220000005676,0,0,0,0,30.1943181818182
22,31.4,31.4,0,4,1,1,2,2,0.440279899994493,0,0,0,0,30.3811111111111
22,31.4,31.4,0,5,0.8,1,1,1,0.387191400004667,0,0,0,0,30.6
22,31.4,31.4,0,6,0.6,1,1,2,0.364091700001154,0,0,0,0,30.8
22,31.4,31.4,0,7,0.4,1,2,1,0.527277999994112,0,0,0,0,31
22,31.4,31.4,0,8,0.4,0,2,2,0.50574379999307,0,0,0,0,31
22,31.4,31.4,0,9,0.8,1,1,1,0.43601239999407,0,0,0,0,30.6
22,31.4,31.4,0,10,0.8,1,2,2,0.354859500002931,0,0,0,0,30.6
22,31.4,31.4,0,11,0.6,1,1,1,0.371231199998874,0,0,0,0,30.8
22,31.4,31.4,0,12,0.6,1,1,2,1.34216010000091,0,0,0,0,30.8
22,31.4,31.4,0,13,0.6,1,1,1,0.493160400001216,0,0,0,0,30.8
22,31.4,31.4,0,14,0.6,1,1,2,1.54803199999151,0,0,0,0,30.8
22,31.4,31.4,0,15,0.6,1,1,1,0.367368099992746,0,0,0,0,30.8
22,31.4,31.4,0,16,0.6,1,2,2,0.350645799990161,0,0,0,0,30.8
22,31.4,31.4,0,17,0.6,1,2,1,0.304092800011858,0,0,0,0,30.8
22,31.4,31.4,0,18,0.2,0,2,2,0.447256699990248,0,0,0,0,31.2063829787234
22,31.4,31.4,0,19,0.6,1,1,1,0.39401010000438,0,0,0,0,30.8
22,31.4,31.4,0,20,0.6,1,2,2,0.308515299999272,0,0,0,0,30.8
22,31.4,31.4,0,21,0.6,1,2,1,0.868794299996807,0,0,0,0,30.8
22,31.4,31.4,0,22,0.6,1,1,2,0.462824999995064,0,0,0,0,30.8
22,31.4,31.4,0,23,0.6,1,1,1,0.582451700000092,0,0,0,0,30.8
22,31.4,31.4,0,24,0.6,1,2,2,0.355557799994131,0,0,0,0,30.8
22,31.4,31.4,0,25,0.6,1,1,1,0.321712999997544,0,0,0,0,30.8
22,31.4,31.4,0,26,0.6,1,2,2,0.295270399990841,0,0,0,0,30.8
22,31.4,31.4,0,27,0.6,1,1,1,0.409342900005868,0,0,0,0,30.8
22,31.4,31.4,0,28,0.4,0,2,2,1.42819199999212,0,0,0,0,31
22,31.4,31.4,0,29,0.6,1,1,1,0.339062099999865,0,0,0,0,30.8
22,31.4,31.4,0,30,0.6,1,2,2,0.488328999999794,0,0,0,0,30.8
22,31.4,32.4,0,1,1.8,1,1,1,0.629195799992885,0,0,0,0,30.6
22,31.4,32.4,0,2,1.6,1,2,2,0.367200299995602,0,0,0,0,30.8
22,31.4,32.4,0,3,1.2,1,1,1,0.413683999999193,0,0,0,0,31.1989130434783
22,31.4,32.4,0,4,1,1,2,2,0.468378000005032,0,0,0,0,31.4
22,31.4,32.4,0,5,0.8,1,1,1,0.568858999991789,0,0,0,0,31.6
22,31.4,32.4,0,6,0.6,1,2,2,1.05200989999867,0,0,0,0,31.8
22,31.4,32.4,0,7,0.4,1,2,1,1.25548819999676,0,0,0,0,32
22,31.4,32.4,0,8,0.4,1,2,2,1.1400949999952,0,0,0,0,32
22,31.4,32.4,0,9,0.4,1,1,1,0.304428299990832,0,0,0,0,32
22,31.4,32.4,0,10,0.2,1,1,2,0.429330099999788,0,0,0,0,32.2455555555556
22,31.4,32.4,0,11,0.2,0,2,1,0.402559500013012,0,0,0,0,32.2
22,31.4,32.4,0,12,0.4,1,1,2,0.703357999998843,0,0,0,0,32
22,31.4,32.4,0,13,0.4,1,1,1,0.401690899991081,0,0,0,0,32
22,31.4,32.4,0,14,0.4,1,2,2,0.279001599992625,0,0,0,0,32
22,31.4,32.4,0,15,0.4,1,2,1,0.57137329998659,0,0,0,0,32
22,31.4,32.4,0,16,0.4,0,1,2,0.495248999999603,0,0,0,0,32
22,31.4,32.4,0,17,0.6,1,2,1,0.264395999998669,0,0,0,0,31.8
22,31.4,32.4,0,18,0.6,1,1,2,0.202354799999739,0,0,0,0,31.8
22,31.4,32.4,0,19,0.4,1,1,1,0.377092700000503,0,0,0,0,32
22,31.4,32.4,0,20,0.4,0,1,2,2.93057260000205,0,0,0,0,32
22,31.4,32.4,0,21,0.6,1,2,1,0.346951800005627,0,0,0,0,31.8
22,31.4,32.4,0,22,0.6,1,2,2,0.384519100000034,0,0,0,0,31.8
22,31.4,32.4,0,23,0.6,1,1,1,0.400126299995463,0,0,0,0,31.8
22,31.4,32.4,0,24,0.6,1,2,2,0.35474169999361,0,0,0,0,31.8
22,31.4,32.4,0,25,0.6,1,2,1,0.243875499989372,0,0,0,0,31.8
22,31.4,32.4,0,26,0.6,1,2,2,0.384808599992539,0,0,0,0,31.8
22,31.4,32.4,0,27,0.6,1,1,1,0.66194039999391,0,0,0,0,31.8
22,31.4,32.4,0,28,0.6,1,1,2,0.428364199993666,0,0,0,0,31.8
22,31.4,32.4,0,29,0.6,1,2,1,0.44241219999094,0,0,0,0,31.8
22,31.4,32.4,0,30,0.2,1,1,2,1.13266369998746,0,0,0,0,32.2
22,31.4,33.4,0,1,1.8,1,2,1,1.3749902999989,0,0,0,0,31.6
22,31.4,33.4,0,2,1.6,1,1,2,2.03633089999494,0,0,0,0,31.8
22,31.4,33.4,0,3,1.2,1,1,1,0.349204300000565,0,0,0,0,32.1659090909091
22,31.4,33.4,0,4,1,1,1,2,0.48002039999119,0,0,0,0,32.4
22,31.4,33.4,0,5,0.8,1,2,1,0.43706199999724,0,0,0,0,32.6
22,31.4,33.4,0,6,0.6,1,2,2,0.243941500011715,0,0,0,0,32.8
22,31.4,33.4,0,7,0.4,1,1,1,0.430912900003023,0,0,0,0,33
22,31.4,33.4,0,8,0.4,1,2,2,0.301425199999358,0,0,0,0,33
22,31.4,33.4,0,9,0.4,1,1,1,0.347025600000052,0,0,0,0,33
22,31.4,33.4,0,10,0.2,1,1,2,NaN,1,0,0,0,33.2
22,31.4,33.4,0,11,0.2,0,2,1,0.372942400004831,0,0,0,0,33.2
22,31.4,33.4,0,12,0.4,1,2,2,0.558729199998197,0,0,0,0,33.2
22,31.4,33.4,0,13,0.4,1,1,1,0.332571000006283,0,0,0,0,33
22,31.4,33.4,0,14,0.4,1,1,2,0.437136900000041,0,0,0,0,33
22,31.4,33.4,0,15,0.4,1,1,1,0.313565000004019,0,0,0,0,33
22,31.4,33.4,0,16,0.4,1,2,2,0.372846600002958,0,0,0,0,33
22,31.4,33.4,0,17,0.4,1,2,1,0.268965099996421,0,0,0,0,33
22,31.4,33.4,0,18,0.4,1,2,2,0.209526600010577,0,0,0,0,33
22,31.4,33.4,0,19,0.4,1,1,1,0.332697100006044,0,0,0,0,33
22,31.4,33.4,0,20,0.4,1,2,2,0.357447100002901,0,0,0,0,33
22,31.4,33.4,0,21,0.4,1,2,1,0.235590199998114,0,0,0,0,33
22,31.4,33.4,0,22,0.4,1,1,2,0.372973300007288,0,0,0,0,33
22,31.4,33.4,0,23,0.2,1,1,1,0.335588400004781,0,0,0,0,33
22,31.4,33.4,0,24,0.2,1,2,2,0.33288449999236,0,0,0,0,33.2
22,31.4,33.4,0,25,0.2,1,2,1,0.41394469999068,0,0,0,0,33.2
22,31.4,33.4,0,26,0.2,1,1,2,0.314459499990335,0,0,0,0,33.2
22,31.4,33.4,0,27,0.2,1,2,1,0.269114099995932,0,0,0,0,33.2
22,31.4,33.4,0,28,0.2,1,1,2,0.42519710000488,0,0,0,0,33.2
22,31.4,33.4,0,29,0.2,1,2,1,0.340979500004323,0,0,0,0,33.2
22,31.4,29.4,1,1,2.6,1,1,1,0.764412299991818,0,0,0,0,31.9
22,31.4,29.4,1,2,2,1,2,2,2.73972239998693,0,0,0,0,31.2851063829787
22,31.4,29.4,1,3,1.8,0,1,1,0.339077799988445,0,0,0,0,31.1
22,31.4,29.4,1,4,3,1,2,2,0.362010700002429,0,0,1,0,32.25
22,31.4,29.4,1,5,2.8,1,2,1,0.55673690000549,0,0,0,0,32.1
22,31.4,29.4,1,6,2.6,1,1,2,0.382080399998813,0,0,0,0,31.85
22,31.4,29.4,1,7,2.4,0,1,1,0.685160199995153,0,0,0,0,31.7
22,31.4,29.4,1,8,3.2,1,1,2,0.351072099991143,0,0,0,0,32.4532608695652
22,31.4,29.4,1,9,3,0,2,1,0.560427500007791,0,0,0,0,32.3
22,31.4,29.4,1,10,3.8,1,1,2,0.356068499997491,0,0,0,0,33.081914893617
22,31.4,29.4,1,11,3.8,1,2,1,0.503702999994857,0,0,0,0,33.1
22,31.4,29.4,1,12,3.6,1,2,2,0.314804099994944,0,0,0,0,32.8866666666667
22,31.4,29.4,1,13,3.6,1,1,1,0.765671500004828,0,0,0,0,32.9
22,31.4,29.4,1,14,3.4,1,1,2,0.487476399997831,0,0,0,0,32.6844444444444
22,31.4,29.4,1,15,3.2,1,2,1,0.618737600001623,0,0,0,0,32.5
22,31.4,29.4,1,16,2.8,1,1,2,0.368949099996826,0,0,0,0,32.05
22,31.4,29.4,1,17,2.8,1,2,1,0.347396299999673,0,0,0,0,32.1
22,31.4,29.4,1,18,2.8,1,2,2,0.371483399998397,0,0,0,0,32.0760869565217
22,31.4,29.4,1,19,2.8,0,1,1,0.272333500004606,0,0,0,0,32.1
22,31.4,29.4,1,20,3.4,1,1,2,0.384896100003971,0,0,0,0,32.65
22,31.4,29.4,1,21,3.4,0,2,1,3.30563819999225,0,0,0,0,32.7
22,31.4,29.4,1,22,4,1,2,2,0.490456800005632,0,0,0,0,33.2595744680851
22,31.4,29.4,1,23,4,1,1,1,0.379691299996921,0,0,0,0,33.3
22,31.4,29.4,1,24,4,1,2,2,0.474586700001964,0,0,0,0,33.2913043478261
22,31.4,29.4,1,25,3.8,0,1,1,0.529232700006105,0,0,0,0,33.1
22,31.4,29.4,1,26,4.4,1,2,2,0.437894999995478,0,0,0,0,33.6880434782609
22,31.4,29.4,1,27,4.4,1,1,1,0.531909500001348,0,0,0,0,33.7
22,31.4,29.4,1,28,4.4,1,2,2,0.325043200005894,0,0,0,0,33.6911111111111
22,31.4,29.4,1,29,4.4,1,2,1,0.344074299995555,0,0,0,0,33.7
22,31.4,29.4,1,30,4.4,1,1,2,0.456523499989999,0,0,0,0,33.6866666666667
22,31.4,30.4,1,1,2.6,0,2,1,3.11334500000521,0,0,0,0,32.9
22,31.4,30.4,1,2,4,1,1,2,0.411710800006404,0,0,0,0,34.2585106382979
22,31.4,30.4,1,3,3.8,1,1,1,0.404778800002532,0,0,0,0,34.1
22,31.4,30.4,1,4,3.6,1,2,2,0.635074099991471,0,0,0,0,33.8739130434783
22,31.4,30.4,1,5,3.4,0,2,1,0.648847100004787,0,0,0,0,33.7
22,31.4,30.4,1,6,4.2,1,1,2,0.257832300005248,0,0,0,0,34.4936170212766
22,31.4,30.4,1,7,4.2,1,1,1,0.297334700007923,0,0,0,0,34.5
22,31.4,30.4,1,8,4,1,2,2,0.388001700004679,0,0,0,0,34.2822222222222
22,31.4,30.4,1,9,4,0,2,1,3.73688670000411,0,0,0,0,34.3
22,31.4,30.4,1,10,4.6,1,1,2,0.299262200001976,0,0,0,0,34.8922222222222
22,31.4,30.4,1,11,4.6,1,2,1,0.399470100004692,0,0,0,0,34.9
22,31.4,30.4,1,12,4.4,1,1,2,0.334365299990168,0,0,0,0,34.6644444444444
22,31.4,30.4,1,13,4.4,1,2,1,0.386551000003237,0,0,0,0,34.7
22,31.4,30.4,1,14,4.4,1,2,2,0.315344200003892,0,0,0,0,34.6613636363636
22,31.4,30.4,1,15,3.8,1,1,1,1.23679870000342,0,0,0,0,34.1
22,31.4,30.4,1,16,3.6,1,1,2,0.285664499999257,0,0,0,0,33.88
22,31.4,30.4,1,17,3.6,0,2,1,2.67401919999975,0,0,0,0,33.9
22,31.4,30.4,1,18,4.4,1,1,2,0.330683499996667,0,0,0,0,34.6606382978723
22,31.4,30.4,1,19,4.4,1,1,1,0.44566909999412,0,0,0,0,34.7
22,31.4,30.4,1,20,4.4,1,2,2,0.484744299988961,0,0,0,0,34.6586956521739
22,31.4,30.4,1,21,3.8,1,1,1,0.839460699993651,0,0,0,0,34.1
22,31.4,30.4,1,22,3.8,1,1,2,0.506783500008169,0,0,0,0,34.0619565217391
22,31.4,30.4,1,23,3.8,0,2,1,0.572039499995299,0,0,0,0,34.1
22,31.4,30.4,1,24,4.4,1,2,2,0.614192499997444,0,0,0,0,34.65
22,31.4,30.4,1,25,4.4,1,1,1,0.879475800000364,0,0,0,0,34.7
22,31.4,30.4,1,26,4.4,1,1,2,0.346213600001647,0,0,0,0,34.6702127659574
22,31.4,30.4,1,27,3.8,1,2,1,0.983226199998171,0,0,0,0,34.1
22,31.4,30.4,1,28,3.6,1,2,2,0.312956600013422,0,0,0,0,33.8522727272727
22,31.4,30.4,1,29,3.6,1,2,1,0.45954690000508,0,0,0,0,33.9
22,31.4,30.4,1,30,3.4,1,1,2,0.329826300003333,0,0,0,0,33.6673913043478
22,31.4,31.4,1,1,2.6,1,1,1,0.576564100003452,0,0,0,0,33.8364583333333
22,31.4,31.4,1,2,2,1,1,2,0.595167799998308,0,0,1,0,33.2
22,31.4,31.4,1,3,1.8,1,2,1,0.426871499992558,0,0,0,0,33.0304347826087
22,31.4,31.4,1,4,1.4,1,2,2,0.461226500003249,0,0,0,0,32.6
22,31.4,31.4,1,5,1.2,0,2,1,2.7212823999871,0,0,0,0,32.5
22,31.4,31.4,1,6,2.2,1,1,2,0.384499599997071,0,0,1,0,33.4
22,31.4,31.4,1,7,2,1,1,1,0.442982500011567,0,0,0,0,33.2946808510638
22,31.4,31.4,1,8,1.8,1,1,2,0.462783599999966,0,0,0,0,33
22,31.4,31.4,1,9,1.6,1,1,1,0.38314530000207,0,0,0,0,32.8446808510638
22,31.4,31.4,1,10,1.6,1,2,2,0.339691799992579,0,0,0,0,32.8
22,31.4,31.4,1,11,1.6,0,2,1,0.366500800009817,0,0,0,0,32.8
